Customer_ID,action_id,action_name,priority_score,channel,template,group
CUS000334,REMIND_APP,Nhắc mở app + ưu đãi chung,0.00144,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000335,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.280227,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000336,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000337,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.271349,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000338,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000339,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.201376,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000340,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.000551,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000341,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.216075,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000342,REMIND_APP,Nhắc mở app + ưu đãi chung,0.002859,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000343,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.24819,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000344,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.000222,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000345,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.177481,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000346,COUPON10,Coupon 10%/bundle deal,0.151521,App/Email,Tặng Coupon 10% và gợi ý combo phù hợp,HEAVY
CUS000347,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,7.7e-05,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000348,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000349,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.246699,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000350,REMIND_APP,Nhắc mở app + ưu đãi chung,0.006021,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000351,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.000167,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000352,COUPON10,Coupon 10%/bundle deal,0.147673,App/Email,Tặng Coupon 10% và gợi ý combo phù hợp,HEAVY
CUS000353,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.000256,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000354,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000355,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.193502,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000356,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.342423,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000357,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000358,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.177425,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000359,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000360,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000361,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000362,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.245418,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000363,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.000497,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000364,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.292472,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000365,LOYALTY,Đăng ký loyalty/điểm thưởng quay lại,0.088983,In-app,"Thăng hạng loyalty, x2 điểm tuần này",HEAVY
CUS000366,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000367,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.16792,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000368,REMIND_APP,Nhắc mở app + ưu đãi chung,0.008023,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000369,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000370,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000371,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000372,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000373,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000374,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.192736,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000375,REMIND_APP,Nhắc mở app + ưu đãi chung,0.007458,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000376,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.00015,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000377,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.258547,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000378,COUPON10,Coupon 10%/bundle deal,0.160961,App/Email,Tặng Coupon 10% và gợi ý combo phù hợp,HEAVY
CUS000379,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.170447,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000380,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000381,REMIND_APP,Nhắc mở app + ưu đãi chung,0.008914,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000382,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.10286,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000383,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.000233,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000384,COUPON10,Coupon 10%/bundle deal,0.188608,App/Email,Tặng Coupon 10% và gợi ý combo phù hợp,HEAVY
CUS000385,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.180583,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000386,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000387,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.292762,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000388,COUPON10,Coupon 10%/bundle deal,0.175954,App/Email,Tặng Coupon 10% và gợi ý combo phù hợp,HEAVY
CUS000389,REMIND_APP,Nhắc mở app + ưu đãi chung,0.001942,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000390,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000391,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.281723,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000392,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000393,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.068401,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000394,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.289354,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000395,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.307638,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000396,COUPON10,Coupon 10%/bundle deal,0.185251,App/Email,Tặng Coupon 10% và gợi ý combo phù hợp,HEAVY
CUS000397,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.146704,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000398,LOYALTY,Đăng ký loyalty/điểm thưởng quay lại,0.068309,In-app,"Thăng hạng loyalty, x2 điểm tuần này",HEAVY
CUS000399,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.173295,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000400,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,3.3e-05,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000401,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.208502,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000402,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000403,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000404,REMIND_APP,Nhắc mở app + ưu đãi chung,0.002559,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000405,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000406,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.334076,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000407,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000408,REMIND_APP,Nhắc mở app + ưu đãi chung,0.001161,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000409,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.084803,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000410,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000411,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000412,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000413,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000414,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.000512,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000415,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.135846,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000416,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.246998,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000417,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.178046,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000418,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.170976,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000419,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.217138,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000420,REMIND_APP,Nhắc mở app + ưu đãi chung,0.002221,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000421,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.000123,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000422,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000423,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000424,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000425,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000426,REMIND_APP,Nhắc mở app + ưu đãi chung,0.006916,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000427,REMIND_APP,Nhắc mở app + ưu đãi chung,0.00624,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000428,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.229196,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000429,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000430,COUPON10,Coupon 10%/bundle deal,0.184302,App/Email,Tặng Coupon 10% và gợi ý combo phù hợp,HEAVY
CUS000431,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000432,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000433,COUPON10,Coupon 10%/bundle deal,0.145948,App/Email,Tặng Coupon 10% và gợi ý combo phù hợp,HEAVY
CUS000434,REMIND_APP,Nhắc mở app + ưu đãi chung,0.001823,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000435,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.187357,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000436,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.266566,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000437,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.073753,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000438,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000439,COUPON10,Coupon 10%/bundle deal,0.112779,App/Email,Tặng Coupon 10% và gợi ý combo phù hợp,HEAVY
CUS000440,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.138256,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000441,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.169954,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000442,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000443,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.110017,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000444,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.117798,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000445,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000446,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.252439,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000447,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000448,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000449,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000450,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000451,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000452,REMIND_APP,Nhắc mở app + ưu đãi chung,0.001162,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000453,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000454,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000455,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.118411,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000456,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.169864,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000457,REMIND_APP,Nhắc mở app + ưu đãi chung,0.008977,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000458,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.149631,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000459,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000460,LOYALTY,Đăng ký loyalty/điểm thưởng quay lại,0.084585,In-app,"Thăng hạng loyalty, x2 điểm tuần này",HEAVY
CUS000461,REMIND_APP,Nhắc mở app + ưu đãi chung,0.006303,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000462,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.000318,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000463,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.000644,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000464,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.221741,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000465,REMIND_APP,Nhắc mở app + ưu đãi chung,0.002896,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000466,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.261711,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000467,REMIND_APP,Nhắc mở app + ưu đãi chung,0.015048,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000468,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000469,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.190732,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000470,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.212054,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000471,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000472,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000473,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000474,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000475,REMIND_APP,Nhắc mở app + ưu đãi chung,0.002033,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000476,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000477,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.167892,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000478,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,5.4e-05,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000479,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000480,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.155114,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000481,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.221698,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000482,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000483,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000484,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000485,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.152659,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000486,REMIND_APP,Nhắc mở app + ưu đãi chung,0.005559,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000487,REMIND_APP,Nhắc mở app + ưu đãi chung,0.003663,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000488,REMIND_APP,Nhắc mở app + ưu đãi chung,0.005224,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000489,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000490,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.106113,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000491,REMIND_APP,Nhắc mở app + ưu đãi chung,0.015099,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000492,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000493,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.288348,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000494,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.140167,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000495,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.333315,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000496,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.207184,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000497,COUPON10,Coupon 10%/bundle deal,0.099524,App/Email,Tặng Coupon 10% và gợi ý combo phù hợp,HEAVY
CUS000498,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,5.2e-05,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000499,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
